"Transaction
Date","Transaction
Type",,,,,,,,,
07-Sep-14,Sale,RNSPIN,Z,1000,26.40,"26,400.00",132.00,0.00,"26,268.00","146,628.99"
09-Sep-14,Sale,AFTABAUTO,A,500,80.50,"40,250.00",201.25,0.00,"40,048.75","186,677.74"
15-Sep-14,Buy,OLYMPIC,A,500,235.30,"117,650.00",588.25,"118,238.25",0.00,"68,439.49"
15-Sep-14,Buy,PROGRESLIF,A,500,96.00,"48,000.00",240.00,"48,240.00",0.00,"20,199.49"
16-Sep-14,Sale,ARAMITCEM,A,1000,44.70,"44,700.00",223.50,0.00,"44,476.50","64,675.99"
18-Sep-14,Buy,GOLDENSON,A,1000,51.50,"51,500.00",257.50,"51,757.50",0.00,"12,918.49"
22-Sep-14,Sale,OLYMPIC,A,500,223.90,"111,950.00",559.75,0.00,"111,390.25","124,308.74"
28-Sep-14,Buy,SQURPHARMA,A,500,250.50,"125,250.00",626.25,"125,876.25",0.00,"-1,567.51"
28-Sep-14,Sale,GOLDENSON,A,1000,54.90,"54,900.00",274.50,0.00,"54,625.50","53,057.99"
29-Sep-14,Buy,SQURPHARMA,A,100,267.30,"26,730.00",133.65,"26,863.65",0.00,"26,194.34"
01-Oct-14,Sale,PROGRESLIF,A,500,98.00,"49,000.00",245.00,0.00,"48,755.00","74,949.34"
01-Oct-14,Sale,SQURPHARMA,A,600,259.10,"155,460.00",777.30,0.00,"154,682.70","229,632.04"
12-Oct-14,Buy,FAMILYTEX,A,8000,27.10,"216,800.00","1,084.00","217,884.00",0.00,"11,748.04"
15-Oct-14,Receive,CH-#-0483632,,0,0.00,0.00,0.00,0.00,"119,000.00","130,748.04"
15-Oct-14,Receive,CH-#-4983941,,0,0.00,0.00,0.00,0.00,"25,000.00","155,748.04"
16-Oct-14,Sale,FAMILYTEX,A,8000,25.63,"205,000.00","1,025.00",0.00,"203,975.00","359,723.04"
23-Oct-14,Payment,CH-#-EFTN-90,,0,0.00,0.00,0.00,"40,000.00",0.00,"319,723.04"
27-Oct-14,Buy,MHSML,N,1000,21.40,"21,400.00",107.00,"21,507.00",0.00,"298,216.04"
28-Oct-14,Buy,KPPL,N,10000,28.30,"283,000.00","1,415.00","284,415.00",0.00,"13,801.04"
03-Nov-14,Sale,KPPL,N,10000,29.90,"299,000.00","1,495.00",0.00,"297,505.00","311,306.04"
05-Nov-14,Buy,LEGACYFOOT,B,1000,28.10,"28,100.00",140.50,"28,240.50",0.00,"283,065.54"
05-Nov-14,Buy,ORIONINFU,A,600,59.90,"35,940.00",179.70,"36,119.70",0.00,"246,945.84"
09-Nov-14,Buy,ARAMITCEM,A,1000,40.60,"40,600.00",203.00,"40,803.00",0.00,"206,142.84"
09-Nov-14,Buy,CENTRALPHL,A,2000,34.80,"69,600.00",348.00,"69,948.00",0.00,"136,194.84"
09-Nov-14,Buy,EHL,A,800,53.30,"42,640.00",213.20,"42,853.20",0.00,"93,341.64"
10-Nov-14,Sale,LEGACYFOOT,B,1000,31.80,"31,800.00",159.00,0.00,"31,641.00","124,982.64"
12-Nov-14,Buy,ARGONDENIM,A,1000,44.60,"44,600.00",223.00,"44,823.00",0.00,"80,159.64"
12-Nov-14,Buy,RDFOOD,A,2000,24.35,"48,700.00",243.50,"48,943.50",0.00,"31,216.14"
12-Nov-14,Payment,CH-#-EFTN-355,,0,0.00,0.00,0.00,"10,000.00",0.00,"21,216.14"
12-Nov-14,Sale,ORIONINFU,A,600,68.90,"41,340.00",206.70,0.00,"41,133.30","62,349.44"
16-Nov-14,Buy,USMANIAGL,A,200,135.00,"27,000.00",135.00,"27,135.00",0.00,"35,214.44"
16-Nov-14,Buy,ZAHINTEX,A,2000,17.10,"34,200.00",171.00,"34,371.00",0.00,843.44
17-Nov-14,Sale,RDFOOD,A,2000,22.90,"45,800.00",229.00,0.00,"45,571.00","46,414.44"
20-Nov-14,Buy,ZAHINTEX,A,2000,16.40,"32,800.00",164.00,"32,964.00",0.00,"13,450.44"
20-Nov-14,Sale,MHSML,A,1000,24.00,"24,000.00",120.00,0.00,"23,880.00","37,330.44"
23-Nov-14,Buy,UNIONCAP,A,1500,20.90,"31,350.00",156.75,"31,506.75",0.00,"5,823.69"
30-Nov-14,Sale,RNSPIN,Z,1000,28.20,"28,200.00",141.00,0.00,"28,059.00","33,882.69"
02-Dec-14,Buy,ALARABANK,A,500,15.40,"7,700.00",38.50,"7,738.50",0.00,"26,144.19"
03-Dec-14,Sale,UNIONCAP,A,1500,22.10,"33,150.00",165.75,0.00,"32,984.25","59,128.44"
07-Dec-14,Buy,DELTASPINN,A,4000,14.40,"57,600.00",288.00,"57,888.00",0.00,"1,240.44"
08-Dec-14,Buy,GENNEXT,A,1000,16.10,"16,100.00",80.50,"16,180.50",0.00,"-14,940.06"
08-Dec-14,Sale,ZAHINTEX,A,2000,17.40,"34,800.00",174.00,0.00,"34,626.00","19,685.94"
11-Dec-14,Buy,SALAMCRST,A,500,37.80,"18,900.00",94.50,"18,994.50",0.00,691.44
15-Dec-14,Sale,DELTASPINN,A,4000,14.30,"57,200.00",286.00,0.00,"56,914.00","57,605.44"
17-Dec-14,Sale,ZAHINTEX,A,2000,16.70,"33,400.00",167.00,0.00,"33,233.00","90,838.44"
18-Dec-14,Buy,FEKDIL,N,1000,28.90,"28,900.00",144.50,"29,044.50",0.00,"61,793.94"
18-Dec-14,Sale,SALAMCRST,A,500,34.70,"17,350.00",86.75,0.00,"17,263.25","79,057.19"
21-Dec-14,Buy,RAKCERAMIC,A,1000,62.00,"62,000.00",310.00,"62,310.00",0.00,"16,747.19"
22-Dec-14,Sale,FEKDIL,N,1000,27.30,"27,300.00",136.50,0.00,"27,163.50","43,910.69"
23-Dec-14,Buy,SALAMCRST,A,750,34.90,"26,175.00",130.88,"26,305.88",0.00,"17,604.82"
28-Dec-14,Sale,ARGONDENIM,A,1000,41.80,"41,800.00",209.00,0.00,"41,591.00","59,195.82"
01-Jan-15,Buy,PHARMAID,A,150,239.60,"35,940.00",179.70,"36,119.70",0.00,"23,076.12"
05-Jan-15,BONUS,UNITEDAIR,,6,0.00,0.00,0.00,0.00,0.00,"23,076.12"
05-Jan-15,Buy,TUNGHAI,A,1500,19.87,"29,800.00",149.00,"29,949.00",0.00,"-6,872.88"
05-Jan-15,Sale,ALARABANK,A,500,15.20,"7,600.00",38.00,0.00,"7,562.00",689.12
06-Jan-15,Addition,CA - UNITEDAIR,,0,0.00,0.00,0.00,10.00,0.00,679.12
08-Jan-15,Buy,TUNGHAI,A,1500,20.60,"30,900.00",154.50,"31,054.50",0.00,"-30,375.38"
08-Jan-15,Receive,CH-#-0483635,,0,0.00,0.00,0.00,0.00,"20,000.00","-10,375.38"
08-Jan-15,Sale,PHARMAID,A,150,243.30,"36,495.00",182.48,0.00,"36,312.53","25,937.14"
08-Jan-15,Sale,SALAMCRST,A,100,35.30,"3,530.00",17.65,0.00,"3,512.35","29,449.49"
11-Jan-15,Buy,RNSPIN,Z,1000,29.10,"29,100.00",145.50,"29,245.50",0.00,203.99
11-Jan-15,Sale,RAKCERAMIC,A,1000,58.50,"58,500.00",292.50,0.00,"58,207.50","58,411.49"
12-Jan-15,Buy,RNSPIN,Z,2000,28.90,"57,800.00",289.00,"58,089.00",0.00,322.49
12-Jan-15,Sale,SALAMCRST,A,650,35.50,"23,075.00",115.38,0.00,"22,959.63","23,282.12"
14-Jan-15,Buy,CENTRALPHL,A,1000,30.45,"30,450.00",152.25,"30,602.25",0.00,"-7,320.13"
14-Jan-15,Sale,TUNGHAI,A,3000,20.30,"60,900.00",304.50,0.00,"60,595.50","53,275.37"
15-Jan-15,BONUS,USMANIAGL,,20,0.00,0.00,0.00,0.00,0.00,"53,275.37"
15-Jan-15,Sale,CENTRALPHL,A,1000,30.10,"30,100.00",150.50,0.00,"29,949.50","83,224.87"
18-Jan-15,Addition,CA - USMANIAGL,,0,0.00,0.00,0.00,10.00,0.00,"83,214.87"
18-Jan-15,Buy,RNSPIN,Z,4700,29.92,"140,610.00",703.05,"141,313.05",0.00,"-58,098.18"
18-Jan-15,Sale,ARAMITCEM,A,879,38.10,"33,489.90",167.45,0.00,"33,322.45","-24,775.73"
18-Jan-15,Sale,CENTRALPHL,A,2000,29.50,"59,000.00",295.00,0.00,"58,705.00","33,929.27"
19-Jan-15,Buy,NFML,N,200,41.90,"8,380.00",41.90,"8,421.90",0.00,"25,507.37"
19-Jan-15,Buy,RNSPIN,Z,1000,29.40,"29,400.00",147.00,"29,547.00",0.00,"-4,039.63"
19-Jan-15,Sale,ARAMITCEM,A,119,37.50,"4,462.50",22.31,0.00,"4,440.19",400.56
21-Jan-15,Sale,EHL,A,799,45.60,"36,434.40",182.17,0.00,"36,252.23","36,652.78"
28-Jan-15,Buy,RNSPIN,Z,1300,28.80,"37,440.00",187.20,"37,627.20",0.00,-974.42
28-Jan-15,Sale,NFML,N,200,32.50,"6,500.00",32.50,0.00,"6,467.50","5,493.08"
10-Feb-15,Receive,CH-#-0483636,,0,0.00,0.00,0.00,0.00,"100,000.00","105,493.08"
15-Feb-15,Buy,RNSPIN,Z,3631,28.91,"104,962.10",524.81,"105,486.91",0.00,6.17
16-Feb-15,Buy,RNSPIN,Z,370,30.50,"11,284.70",56.42,"11,341.12",0.00,"-11,334.95"
16-Feb-15,Receive,CH-#-DIRECT BANK DEPOSIT,,0,0.00,0.00,0.00,0.00,"12,000.00",665.05
23-Feb-15,Buy,ACI,A,1,410.30,410.30,2.05,412.35,0.00,252.70
25-Feb-15,Sale,USMANIAGL,A,219,114.78,"25,136.80",125.68,0.00,"25,011.12","25,263.81"
01-Mar-15,Buy,RNSPIN,Z,997,27.30,"27,218.10",136.09,"27,354.19",0.00,"-2,090.38"
01-Mar-15,Sale,CITYBANK,A,100,21.20,"2,120.00",10.60,0.00,"2,109.40",19.02
03-Mar-15,Sale,ACI,A,1,414.40,414.40,2.07,0.00,412.33,431.35
04-Mar-15,Buy,RNSPIN,Z,5,27.70,138.50,0.69,139.19,0.00,292.16
12-Mar-15,Buy,RNSPIN,Z,10,26.50,265.00,1.33,266.33,0.00,25.83
19-Apr-15,Buy,WMSHIPYARD,A,2000,51.80,"103,600.00",518.00,"104,118.00",0.00,"-104,092.17"
19-Apr-15,Receive,CH-#-DIRECT BANK DEPOSIT,,0,0.00,0.00,0.00,0.00,"200,000.00","95,907.83"
23-Apr-15,Sale,WMSHIPYARD,A,2000,52.20,"104,400.00",522.00,0.00,"103,878.00","199,785.83"
26-Apr-15,Buy,RNSPIN,Z,1000,23.17,"23,170.00",115.85,"23,285.85",0.00,"176,499.98"
30-Apr-15,Buy,MJLBD,A,1000,122.50,"122,500.00",612.50,"123,112.50",0.00,"53,387.48"
05-May-15,Buy,FAMILYTEX,A,1001,12.90,"12,912.90",64.56,"12,977.46",0.00,"40,410.02"
11-May-15,Buy,PURABIGEN,A,2127,18.90,"40,200.30",201.00,"40,401.30",0.00,8.72
11-May-15,Receive,CH-#-4983959,,0,0.00,0.00,0.00,0.00,"80,000.00","80,008.72"
14-May-15,Buy,MATINSPINN,A,4900,41.19,"201,830.00","1,009.15","202,839.15",0.00,"-122,830.43"
14-May-15,Sale,MJLBD,A,1000,121.50,"121,500.00",607.50,0.00,"120,892.50","-1,937.93"
17-May-15,Sale,FAMILYTEX,A,1000,15.00,"15,000.00",75.00,0.00,"14,925.00","12,987.07"
19-May-15,Buy,MPETROLEUM,A,500,205.50,"102,750.00",513.75,"103,263.75",0.00,"-90,276.68"
19-May-15,Sale,MATINSPINN,A,4899,39.70,"194,490.30",972.45,0.00,"193,517.85","103,241.17"
19-May-15,Sale,PURABIGEN,A,2127,17.00,"36,159.00",180.80,0.00,"35,978.21","139,219.37"
20-May-15,Payment,CH-#-EFTN-61,,0,0.00,0.00,0.00,"100,000.00",0.00,"39,219.37"
21-May-15,BONUS,KEYACOSMET,,11,0.00,0.00,0.00,0.00,0.00,"39,219.37"
24-May-15,CDBL Charges,CA- KEYACOSMET,,11,0.00,0.00,0.00,10.00,0.00,"39,209.37"
24-May-15,Sale,MPETROLEUM,A,500,197.50,"98,750.00",493.75,0.00,"98,256.25","137,465.62"
25-May-15,BONUS,ABBANK,,2,0.00,0.00,0.00,0.00,0.00,"137,465.62"
25-May-15,Buy,MPETROLEUM,A,1,209.90,209.90,1.05,210.95,0.00,"137,254.67"
25-May-15,Buy,PURABIGEN,A,1,17.80,17.80,0.09,17.89,0.00,"137,236.78"
26-May-15,CDBL Charges,CA- ABBANK,,2,0.00,0.00,0.00,10.00,0.00,"137,226.78"
26-May-15,Payment,CH-#-EFTN-41,,0,0.00,0.00,0.00,"135,000.00",0.00,"2,226.78"
12-Jul-15,Addition,BO RENEWAL FEE,,0,0.00,0.00,0.00,500.00,0.00,"1,726.78"
14-Jul-15,BONUS,GENNEXT,,150,0.00,0.00,0.00,0.00,0.00,"1,726.78"
21-Jul-15,CDBL Charges,CA- GENNEXT,,150,0.00,0.00,0.00,10.00,0.00,"1,716.78"
24-Aug-15,Receive,CH-#-0483647,,0,0.00,0.00,0.00,0.00,"120,000.00","121,716.78"
02-Sep-15,Buy,KEYACOSMET,A,2001,18.50,"37,018.50",185.09,"37,203.59",0.00,"84,513.19"
02-Sep-15,Buy,RNSPIN,Z,2000,22.37,"44,735.00",223.68,"44,958.68",0.00,"39,554.52"
07-Sep-15,Buy,RNSPIN,Z,333,22.50,"7,492.50",37.46,"7,529.96",0.00,"32,024.55"
08-Sep-15,Buy,RNSPIN,Z,1000,22.90,"22,900.00",114.50,"23,014.50",0.00,"9,010.05"
13-Sep-15,Payment,CH-#-EFTN-80,,0,0.00,0.00,0.00,"8,000.00",0.00,"1,010.05"
28-Sep-15,Buy,KEYACOSMET,A,19,16.70,317.30,1.59,318.89,0.00,691.17
28-Sep-15,Buy,RNSPIN,Z,6,22.50,135.00,0.68,135.68,0.00,555.49
15-Oct-15,Receive,CH-#-0483648,,0,0.00,0.00,0.00,0.00,"62,000.00","62,555.49"
19-Oct-15,Buy,RNSPIN,Z,2000,20.90,"41,800.00",209.00,"42,009.00",0.00,"20,546.49"
26-Oct-15,Buy,RNSPIN,Z,700,21.70,"15,190.00",75.95,"15,265.95",0.00,"5,280.54"
06-Dec-15,Sale,RNSPIN,Z,1999,21.30,"42,578.70",212.89,0.00,"42,365.81","47,646.35"
07-Dec-15,Buy,APEXSPINN,A,500,87.00,"43,500.00",217.50,"43,717.50",0.00,"3,928.85"
21-Dec-15,Sale,APEXSPINN,A,500,101.00,"50,500.00",252.50,0.00,"50,247.50","54,176.35"
22-Dec-15,Buy,BEXIMCO,A,1,28.60,28.60,0.14,28.74,0.00,"54,147.61"
27-Dec-15,Buy,RNSPIN,Z,2000,22.90,"45,800.00",229.00,"46,029.00",0.00,"8,118.61"
06-Jan-16,Buy,ALLTEX,A,400,19.10,"7,640.00",38.20,"7,678.20",0.00,440.41
13-Jan-16,Sale,ALLTEX,A,399,22.10,"8,817.90",44.09,0.00,"8,773.81","9,214.22"
14-Jan-16,Buy,GLOBALINS,A,200,15.50,"3,100.00",15.50,"3,115.50",0.00,"6,098.72"
14-Jan-16,Buy,PURABIGEN,A,396,15.10,"5,979.60",29.90,"6,009.50",0.00,89.22
18-Jan-16,Buy,PHARMAID,A,34,250.16,"8,505.50",42.53,"8,548.03",0.00,"-8,458.81"
18-Jan-16,Sale,GLOBALINS,A,198,14.60,"2,890.80",14.45,0.00,"2,876.35","-5,582.46"
18-Jan-16,Sale,PURABIGEN,A,395,14.50,"5,727.50",28.64,0.00,"5,698.86",116.40
19-Jan-16,BONUS,UNITEDAIR,,6,0.00,0.00,0.00,0.00,0.00,116.40
19-Jan-16,Buy,GHAIL,A,3,29.20,87.60,0.44,88.04,0.00,28.36
20-Jan-16,CDBL Charges,CA- UNITEDAIR,,6,0.00,0.00,0.00,10.00,0.00,18.36
24-Jan-16,Receive,CH-#-4171155,,0,0.00,0.00,0.00,0.00,"57,000.00","57,018.36"
25-Jan-16,Buy,GHAIL,A,270,30.80,"8,316.00",41.58,"8,357.58",0.00,"48,660.78"
25-Jan-16,Buy,RNSPIN,Z,1986,24.40,"48,458.40",242.29,"48,700.69",0.00,-39.91
01-Feb-16,Sale,RNSPIN,Z,2000,25.00,"50,000.00",250.00,0.00,"49,750.00","49,710.09"
02-Feb-16,Sale,RNSPIN,Z,3000,25.60,"76,800.00",384.00,0.00,"76,416.00","126,126.09"
03-Feb-16,Buy,SPPCL,A,1000,57.20,"57,200.00",286.00,"57,486.00",0.00,"68,640.09"
07-Feb-16,Buy,GHAIL,A,275,26.70,"7,342.50",36.71,"7,379.21",0.00,"61,260.88"
07-Feb-16,Buy,ISLAMIBANK,A,1000,25.70,"25,700.00",128.50,"25,828.50",0.00,"35,432.38"
09-Feb-16,Sale,GHAIL,A,547,26.40,"14,440.80",72.20,0.00,"14,368.60","49,800.97"
10-Feb-16,Buy,CMCKAMAL,A,1500,16.43,"24,650.00",123.25,"24,773.25",0.00,"25,027.72"
10-Feb-16,Sale,ISLAMIBANK,A,1000,24.90,"24,900.00",124.50,0.00,"24,775.50","49,803.22"
14-Feb-16,Payment,CH-#-EFTN-10,,0,0.00,0.00,0.00,"30,000.00",0.00,"19,803.22"
18-Feb-16,Sale,CMCKAMAL,A,1499,17.20,"25,782.80",128.91,0.00,"25,653.89","45,457.11"
18-Feb-16,Sale,RNSPIN,Z,4385,23.90,"104,801.50",524.01,0.00,"104,277.49","149,734.60"
18-Feb-16,Sale,SPPCL,A,999,58.80,"58,741.20",293.71,0.00,"58,447.49","208,182.10"
22-Feb-16,Buy,MATINSPINN,A,1000,41.10,"41,100.00",205.50,"41,305.50",0.00,"166,876.60"
22-Feb-16,Buy,RNSPIN,Z,746,23.60,"17,605.60",88.03,"17,693.63",0.00,"149,182.97"
23-Feb-16,Buy,MATINSPINN,A,200,40.60,"8,120.00",40.60,"8,160.60",0.00,"141,022.37"
24-Feb-16,BONUS,KEYACOSMET,,417,0.00,0.00,0.00,0.00,0.00,"141,022.37"
24-Feb-16,Buy,RNSPIN,Z,563,23.60,"13,286.80",66.43,"13,353.23",0.00,"127,669.13"
24-Feb-16,Buy,UTTARAFIN,A,1000,60.20,"60,200.00",301.00,"60,501.00",0.00,"67,168.13"
25-Feb-16,Buy,RNSPIN,Z,38,23.60,896.80,4.48,901.28,0.00,"66,266.85"
25-Feb-16,CDBL Charges,CA- KEYACOSMET,,417,0.00,0.00,0.00,10.00,0.00,"66,256.85"
28-Feb-16,Buy,CMCKAMAL,A,1500,20.97,"31,450.00",157.25,"31,607.25",0.00,"34,649.60"
29-Feb-16,Receive,CH-#-0483649,,0,0.00,0.00,0.00,0.00,"180,000.00","214,649.60"
02-Mar-16,Buy,MATINSPINN,A,1000,41.00,"41,000.00",205.00,"41,205.00",0.00,"173,444.60"
02-Mar-16,Buy,RNSPIN,Z,1000,23.10,"23,100.00",115.50,"23,215.50",0.00,"150,229.10"
02-Mar-16,Buy,UTTARAFIN,A,1000,59.90,"59,900.00",299.50,"60,199.50",0.00,"90,029.60"
02-Mar-16,Sale,CMCKAMAL,A,1500,21.80,"32,700.00",163.50,0.00,"32,536.50","122,566.10"
06-Mar-16,Sale,UTTARAFIN,A,1999,57.40,"114,742.60",573.71,0.00,"114,168.89","236,734.99"
07-Mar-16,Payment,CH-#-EFTN-68,,0,0.00,0.00,0.00,"30,000.00",0.00,"206,734.99"
08-Mar-16,Buy,BEXIMCO,A,2000,28.50,"57,000.00",285.00,"57,285.00",0.00,"149,449.99"
09-Mar-16,Buy,CMCKAMAL,A,1000,22.65,"22,650.00",113.25,"22,763.25",0.00,"126,686.74"
09-Mar-16,Buy,NFML,A,1000,20.00,"20,000.00",100.00,"20,100.00",0.00,"106,586.74"
09-Mar-16,Payment,CH-#-EFTN-36,,0,0.00,0.00,0.00,"90,000.00",0.00,"16,586.74"
13-Mar-16,Buy,BEXIMCO,A,500,30.00,"15,000.00",75.00,"15,075.00",0.00,"1,511.74"
14-Mar-16,Buy,BDTHAI,A,500,41.00,"20,500.00",102.50,"20,602.50",0.00,"-19,090.76"
14-Mar-16,Buy,KEYACOSMET,A,941,13.40,"12,609.40",63.05,"12,672.45",0.00,"-31,763.21"
14-Mar-16,Sale,BEXIMCO,A,2000,29.30,"58,600.00",293.00,0.00,"58,307.00","26,543.79"
16-Mar-16,Buy,ALLTEX,A,1000,29.00,"29,000.00",145.00,"29,145.00",0.00,"-2,601.21"
16-Mar-16,Sale,BDTHAI,A,500,41.50,"20,750.00",103.75,0.00,"20,646.25","18,045.04"
20-Mar-16,Buy,FUWANGFOOD,A,500,15.90,"7,950.00",39.75,"7,989.75",0.00,"10,055.29"
20-Mar-16,Buy,MIRACLEIND,B,500,30.20,"15,100.00",75.50,"15,175.50",0.00,"-5,120.21"
20-Mar-16,Sale,BEXIMCO,A,500,29.00,"14,500.00",72.50,0.00,"14,427.50","9,307.29"
20-Mar-16,Sale,MATINSPINN,A,2200,40.70,"89,540.00",447.70,0.00,"89,092.30","98,399.59"
20-Mar-16,Sale,NFML,A,1000,19.53,"19,528.60",97.64,0.00,"19,430.96","117,830.55"
21-Mar-16,Buy,REGENTTEX,N,500,21.00,"10,500.00",52.50,"10,552.50",0.00,"107,278.05"
21-Mar-16,Sale,KEYACOSMET,A,941,14.70,"13,832.70",69.16,0.00,"13,763.54","121,041.58"
22-Mar-16,Buy,ANWARGALV,B,150,70.90,"10,635.00",53.18,"10,688.18",0.00,"110,353.41"
22-Mar-16,Buy,RNSPIN,Z,1000,24.00,"24,000.00",120.00,"24,120.00",0.00,"86,233.41"
23-Mar-16,Sale,FUWANGFOOD,A,500,15.90,"7,950.00",39.75,0.00,"7,910.25","94,143.66"
24-Mar-16,Buy,FAREASTFIN,A,5000,11.00,"55,000.00",275.00,"55,275.00",0.00,"38,868.66"
27-Mar-16,Buy,FAREASTFIN,A,2001,10.95,"21,911.00",109.56,"22,020.56",0.00,"16,848.10"
27-Mar-16,Buy,PADMAOIL,A,10,174.80,"1,748.00",8.74,"1,756.74",0.00,"15,091.36"
27-Mar-16,Buy,PENINSULA,A,250,16.30,"4,075.00",20.38,"4,095.38",0.00,"10,995.99"
28-Mar-16,Sale,ALLTEX,A,1000,27.20,"27,200.00",136.00,0.00,"27,064.00","38,059.99"
28-Mar-16,Sale,ANWARGALV,B,150,74.20,"11,130.00",55.65,0.00,"11,074.35","49,134.34"
28-Mar-16,Sale,CMCKAMAL,A,1000,20.60,"20,600.00",103.00,0.00,"20,497.00","69,631.34"
28-Mar-16,Sale,KEYACOSMET,A,1500,14.60,"21,900.00",109.50,0.00,"21,790.50","91,421.84"
28-Mar-16,Sale,MIRACLEIND,B,500,29.00,"14,500.00",72.50,0.00,"14,427.50","105,849.34"
29-Mar-16,Buy,RNSPIN,Z,4000,24.14,"96,570.00",482.85,"97,052.85",0.00,"8,796.49"
31-Mar-16,Buy,OLYMPIC,A,29,293.00,"8,497.00",42.49,"8,539.49",0.00,257.00
12-May-16,Sale,OLYMPIC,A,29,319.90,"9,277.10",46.39,0.00,"9,230.71","9,487.72"
22-May-16,Buy,DOREENPWR,N,145,64.90,"9,410.50",47.05,"9,457.55",0.00,30.16
25-May-16,Sale,DOREENPWR,N,145,65.00,"9,425.00",47.13,0.00,"9,377.88","9,408.04"
25-May-16,Sale,PADMAOIL,A,10,180.80,"1,808.00",9.04,0.00,"1,798.96","11,207.00"
30-May-16,Buy,FAREASTFIN,A,1100,9.80,"10,780.00",53.90,"10,833.90",0.00,373.10
05-Jun-16,Receive,CH-#-CITY BANK- 3835679,,0,0.00,0.00,0.00,0.00,"100,000.00","100,373.10"
08-Jun-16,Buy,FAREASTFIN,A,1000,8.60,"8,600.00",43.00,"8,643.00",0.00,"91,730.10"
09-Jun-16,Receive,CH-#-HSBC 0235179,,0,0.00,0.00,0.00,0.00,"100,000.00","191,730.10"
15-Jun-16,Buy,RNSPIN,Z,2000,18.10,"36,200.00",181.00,"36,381.00",0.00,"155,349.10"
16-Jun-16,Buy,FAREASTFIN,A,1000,8.30,"8,300.00",41.50,"8,341.50",0.00,"147,007.60"
30-Jun-16,Receive,CH-#-HSBC- 0235180,,0,0.00,0.00,0.00,0.00,"40,000.00","187,007.60"
10-Jul-16,Payment,ET-#-EFTN-50,,0,0.00,0.00,0.00,"30,000.00",0.00,"157,007.60"
16-Jul-16,Buy,RNSPIN,Z,1000,19.30,"19,300.00",96.50,"19,396.50",0.00,"137,611.10"
17-Jul-16,BONUS,ABBANK,,2,0.00,0.00,0.00,0.00,0.00,"137,611.10"
17-Jul-16,Buy,BBS,A,1000,41.25,"41,250.00",206.25,"41,456.25",0.00,"96,154.85"
18-Jul-16,CDBL Charges,CA- ABBANK,,2,0.00,0.00,0.00,10.00,0.00,"96,144.85"
19-Jul-16,Buy,DBH,A,1000,114.60,"114,600.00",573.00,"115,173.00",0.00,"-19,028.15"
19-Jul-16,Sale,BBS,A,1000,39.50,"39,500.00",197.50,0.00,"39,302.50","20,274.35"
21-Jul-16,Sale,FAREASTFIN,A,2000,8.90,"17,800.00",89.00,0.00,"17,711.00","37,985.35"
24-Jul-16,Buy,TOSRIFA,A,1000,21.90,"21,900.00",109.50,"22,009.50",0.00,"15,975.85"
25-Jul-16,Addition,BO RENEWAL FEE (2016-17),,0,0.00,0.00,0.00,500.00,0.00,"15,475.85"
26-Jul-16,Sale,TOSRIFA,A,1000,21.00,"21,000.00",105.00,0.00,"20,895.00","36,370.85"
31-Jul-16,Buy,HAKKANIPUL,B,40,55.80,"2,232.00",11.16,"2,243.16",0.00,"34,127.69"
31-Jul-16,Buy,MITHUNKNIT,A,300,60.40,"18,120.00",90.60,"18,210.60",0.00,"15,917.09"
31-Jul-16,Buy,SINOBANGLA,A,500,31.00,"15,500.00",77.50,"15,577.50",0.00,339.59
02-Aug-16,Sale,MITHUNKNIT,A,222,59.40,"13,186.80",65.93,0.00,"13,120.87","13,460.46"
03-Aug-16,Buy,GEMINISEA,A,1,"1,263.50","1,263.50",6.32,"1,269.82",0.00,"12,190.64"
03-Aug-16,Buy,HAKKANIPUL,B,301,54.00,"16,254.00",81.27,"16,335.27",0.00,"-4,144.63"
03-Aug-16,Sale,MITHUNKNIT,A,78,58.60,"4,570.80",22.85,0.00,"4,547.95",403.31
09-Aug-16,Sale,PHARMAID,A,34,258.70,"8,795.80",43.98,0.00,"8,751.82","9,155.14"
11-Aug-16,Sale,DBH,A,1000,112.30,"112,300.00",561.50,0.00,"111,738.50","120,893.64"
14-Aug-16,Payment,ET-#-EFTN-43,,0,0.00,0.00,0.00,"120,000.00",0.00,893.64
18-Aug-16,Buy,NTLTUBES,A,2,131.70,263.40,1.32,264.72,0.00,628.92
21-Aug-16,Buy,DOREENPWR,N,100,59.20,"5,920.00",29.60,"5,949.60",0.00,"-5,320.68"
21-Aug-16,Buy,IFADAUTOS,A,100,88.00,"8,800.00",44.00,"8,844.00",0.00,"-14,164.68"
21-Aug-16,Sale,SINOBANGLA,A,500,31.50,"15,750.00",78.75,0.00,"15,671.25","1,506.57"
24-Aug-16,Buy,IDLC,A,52,60.30,"3,135.60",15.68,"3,151.28",0.00,"-1,644.71"
24-Aug-16,Sale,GEMINISEA,A,1,"1,366.00","1,366.00",6.83,0.00,"1,359.17",-285.54
24-Aug-16,Sale,NTLTUBES,A,2,151.80,303.60,1.52,0.00,302.08,16.54
31-Aug-16,Buy,ISLAMIBANK,A,100,29.80,"2,980.00",14.90,"2,994.90",0.00,"-2,978.36"
31-Aug-16,Sale,DOREENPWR,N,99,64.00,"6,336.00",31.68,0.00,"6,304.32","3,325.96"
31-Aug-16,Sale,IDLC,A,52,61.70,"3,208.40",16.04,0.00,"3,192.36","6,518.32"
