,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apex Investments Limited.,,,,,,,,,,,,CLIENT ACCOUNT STATUS-MARGIN,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"06, Gulshan Avenue, Block SW(H),
Gulshan -1, Dhaka-1212",,,,,,,,,,,,,,,,,,,,Tranding Date: 21-Jan-16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor Code,,,,,,Matured Balance,,Loan Amount,,,Margin Sec. Value,, All Sec. Value,,Marginable Equity,Approved Margin,,,All Equiry,,Purchase Power,,,Withdraw Power,,,Debt to Equity Ratio,,,,
,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H1,,Head Office,,,"1,095,782.07",,,"1,095,782.07",,,"465,785.00",,"12,543,485.00",,"1,561,368.66","624,547.46",,,"13,639,068.66",,,"1,720,329.53",,,,"1,875,466.40",,,"1,095,782.07",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H2,,Head Office,,,"-4,092,885.99",,,"-4,092,885.99",,,"14,557,663.00",,"14,557,663.00",,"10,441,613.69","4,176,645.48",,,"10,441,613.69",,,"83,759.49",,,,"40,879.75",,,355.68,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00h15,,Head Office,,,"-369,589.54",,,"-369,589.54",,,"344,934.20",,"344,934.20",,"-65,114.15","-26,045.66",,,"-65,114.15",,,"-395,635.20",,,,"-198,817.60",,,93.33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H22,,Head Office,,,"-361,712.38",,,"-361,712.38",,,"613,313.00",,"613,313.00",,"247,682.07","61,920.52",,,"247,682.07",,,"-299,791.86",,,,"-150,895.93",,,169.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H28,,Head Office,,,"-85,371.97",,,"-85,371.97",,,"399,000.00",,"399,000.00",,"312,703.17","78,175.79",,,"312,703.17",,,"-7,196.18",,,,"-4,598.09",,,467.37,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A119,,Motijheel,,,"-392,395.60",,,"-392,395.60",,,"953,235.50",,"953,235.50",,"557,133.73","167,140.12",,,"557,133.73",,,"-225,255.48",,,,"-113,627.74",,,242.93,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total :,,,,,,"-4,206,173.41",,,"-4,206,173.41",,"17,333,930.70",,"14,557,663.00",,"13,055,387.17",,"5,082,383.71",,,"25,133,087.17",,"876,210.30",,,,"1,448,406.79",,,"1,097,110.94",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
