,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apex Investments Limited.,,,,,,,,,,,,CLIENT ACCOUNT STATUS-MARGIN,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"06, Gulshan Avenue, Block SW(H),
Gulshan -1, Dhaka-1212",,,,,,,,,,,,,,,,,,,,Tranding Date: 13-Apr-16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor Code,,,,,,Matured Balance,,Loan Amount,,,Margin Sec. Value,, All Sec. Value,,Marginable Equity,Approved Margin,,,All Equiry,,Purchase Power,,,Withdraw Power,,,Debt to Equity Ratio,,,,
,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H1,,Head Office,,,"-1,439,757.66",,,"-1,439,757.66",,,"8,460,135.20",,"10,832,285.20",,"7,016,995.10","2,806,798.04",,,"9,389,145.10",,,"1,367,040.38",,,,"682,520.19",,,587.61,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H2,,Head Office,,,"-3,261,003.34",,,"-3,261,003.34",,,"22,424,768.20",,"22,424,768.20",,"19,152,279.53","5,000,000.00",,,"19,152,279.53",,,"1,738,996.66",,,,"868,498.33",,,687.66,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00h15,,Head Office,,,"-369,589.54",,,"-369,589.54",,,"316,600.20",,"316,600.20",,"-109,602.29","-43,840.92",,,"-109,602.29",,,"-413,430.46",,,,"-207,715.23",,,85.66,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H22,,Head Office,,,"-379,541.78",,,"-379,541.78",,,"621,523.00",,"621,523.00",,"240,007.94","60,001.99",,,"240,007.94",,,"-319,539.79",,,,"-160,769.90",,,163.76,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H28,,Head Office,,,"-81,603.71",,,"-81,603.71",,,0.00,,"258,400.00",,"-82,027.83","-20,931.08",,,"176,372.17",,,"-102,534.79",,,,"-103,534.79",,,0.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total :,,,,,,"-5,531,496.03",,,"-5,531,496.03",,"31,823,026.60",,"22,424,768.20",,"26,217,652.45",,"7,802,028.03",,,"28,848,202.45",,"2,270,532.00",,,,"1,078,998.60",,,"1,524.69",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
