,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apex Investments Limited.,,,,,,,,,,,,CLIENT ACCOUNT STATUS-MARGIN,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"06, Gulshan Avenue, Block SW(H),
Gulshan -1, Dhaka-1212",,,,,,,,,,,,,,,,,,,,Tranding Date: 30-Nov-15,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor Code,,,,,,Matured Balance,,Loan Amount,,,Margin Sec. Value,, All Sec. Value,,Marginable Equity,Approved Margin,,,All Equiry,,Purchase Power,,,Withdraw Power,,,Debt to Equity Ratio,,,,
,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H1,,Head Office,,,"1,741.76",,,"1,741.76",,,"229,900.00",,"11,608,764.60",,"223,885.48","89,554.19",,,"11,602,750.08",,,"91,295.95",,,,"112,684.50",,,"1,741.76",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H2,,Head Office,,,"-868,198.46",,,"-868,198.46",,,"6,498,805.60",,"6,891,961.60",,"5,615,988.25","2,246,395.30",,,"6,009,144.25",,,"1,378,196.84",,,,"688,098.42",,,748.54,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00h15,,Head Office,,,"-369,589.54",,,"-369,589.54",,,"305,358.60",,"305,358.60",,"-94,479.84","-37,791.94",,,"-94,479.84",,,"-407,381.48",,,,"-204,690.74",,,82.62,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H22,,Head Office,,,"-344,533.14",,,"-344,533.14",,,"606,053.20",,"606,053.20",,"250,322.73","62,580.68",,,"250,322.73",,,"-281,952.46",,,,"-141,976.23",,,175.91,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H28,,Head Office,,,"-95,865.22",,,"-95,865.22",,,"368,280.00",,"368,280.00",,"269,299.16","67,324.79",,,"269,299.16",,,"-28,540.43",,,,"-15,270.22",,,384.16,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A119,,Motijheel,,,"-103,052.34",,,"400,800.96",,,912.80,,912.80,,"401,140.79","120,342.24",,,"401,140.79",,,"521,143.20",,,,"600,371.36",,,0.89,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total :,,,,,,"-1,779,496.93",,,"-1,275,643.63",,"8,009,310.20",,"11,608,764.60",,"6,666,156.57",,"2,548,405.25",,,"18,438,177.17",,"1,272,761.62",,,,"1,039,217.09",,,"3,133.88",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
