,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apex Investments Limited.,,,,,,,,,,,,CLIENT ACCOUNT STATUS-MARGIN,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"06, Gulshan Avenue, Block SW(H),
Gulshan -1, Dhaka-1212",,,,,,,,,,,,,,,,,,,,Tranding Date: 18-Feb-16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor Code,,,,,,Matured Balance,,Loan Amount,,,Margin Sec. Value,, All Sec. Value,,Marginable Equity,Approved Margin,,,All Equiry,,Purchase Power,,,Withdraw Power,,,Debt to Equity Ratio,,,,
,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H1,,Head Office,,,"7,014.35",,,"7,014.35",,,"3,873,591.80",,"13,015,141.80",,"3,879,941.12","1,551,976.45",,,"13,021,491.12",,,"1,558,990.80",,,,"1,945,984.91",,,"7,014.35",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H2,,Head Office,,,"-3,713,498.80",,,"-3,713,498.80",,,"14,471,767.80",,"14,471,767.80",,"10,679,655.94","4,271,862.38",,,"10,679,655.94",,,"558,363.58",,,,"278,181.79",,,389.71,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00h15,,Head Office,,,"-369,589.54",,,"-369,589.54",,,"339,299.60",,"339,299.60",,"-76,354.19","-30,541.68",,,"-76,354.19",,,"-400,131.22",,,,"-201,065.61",,,91.80,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H22,,Head Office,,,"-361,712.38",,,"-361,712.38",,,"594,055.80",,"594,055.80",,"222,938.90","55,734.73",,,"222,938.90",,,"-305,977.65",,,,"-153,988.83",,,164.23,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H28,,Head Office,,,"-77,638.97",,,"-77,638.97",,,0.00,,"250,800.00",,"-79,795.38","-22,105.26",,,"171,004.62",,,"-99,744.23",,,,"-100,744.23",,,0.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0A119,,Motijheel,,,"-558,410.15",,,"-558,410.15",,,"1,167,242.20",,"1,167,242.20",,"599,516.51","179,854.95",,,"599,516.51",,,"-378,555.20",,,,"-190,277.60",,,209.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total :,,,,,,"-5,073,835.49",,,"-5,073,835.49",,"20,445,957.20",,"14,471,767.80",,"15,225,902.90",,"6,006,781.57",,,"24,618,252.90",,"932,946.08",,,,"1,578,090.43",,,"7,869.12",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
