,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Apex Investments Limited.,,,,,,,,,,,,CLIENT ACCOUNT STATUS-MARGIN,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"06, Gulshan Avenue, Block SW(H),
Gulshan -1, Dhaka-1212",,,,,,,,,,,,,,,,,,,,Tranding Date: 18-Apr-16,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investor Code,,,,,,Matured Balance,,Loan Amount,,,Margin Sec. Value,, All Sec. Value,,Marginable Equity,Approved Margin,,,All Equiry,,Purchase Power,,,Withdraw Power,,,Debt to Equity Ratio,,,,
,,,Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H1,,Head Office,,,"-2,635,942.48",,,"-2,635,942.48",,,"9,565,711.00",,"11,940,131.00",,"6,921,740.50","2,768,696.20",,,"9,296,160.50",,,"132,753.72",,,,"65,376.86",,,362.90,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000H2,,Head Office,,,"-3,412,495.14",,,"-3,412,495.14",,,"22,158,526.00",,"22,158,526.00",,"18,727,587.24","5,000,000.00",,,"18,727,587.24",,,"1,587,504.86",,,,"792,752.43",,,649.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00h15,,Head Office,,,"-369,589.54",,,"-369,589.54",,,"312,876.00",,"312,876.00",,"-114,096.47","-45,638.59",,,"-114,096.47",,,"-415,228.13",,,,"-208,614.07",,,84.65,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H22,,Head Office,,,"-376,831.78",,,"-376,831.78",,,"620,118.20",,"620,118.20",,"240,523.56","60,130.89",,,"240,523.56",,,"-316,700.89",,,,"-159,350.45",,,164.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00H28,,Head Office,,,"-81,603.71",,,"-81,603.71",,,0.00,,"262,200.00",,"-82,197.84","-21,143.59",,,"180,002.16",,,"-102,747.30",,,,"-103,747.30",,,0.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total :,,,,,,"-6,876,462.65",,,"-6,876,462.65",,"32,657,231.20",,"22,158,526.00",,"25,693,556.99",,"7,762,044.91",,,"28,330,176.99",,"885,582.26",,,,"386,417.47",,,"1,261.45",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
